Fan,FanHours,Refrigerator,RefrigeratorHours,AirConditioner,AirConditionerHours,Television,TelevisionHours,Monitor,MonitorHours,MotorPump,MotorPumpHours,Month,City,UnitsConsumed,ElectricityBill
3,7,2,24,0,0,0,0,2,0,1,2,2,Faridabad,308.25,1245.71
4,15,2,24,0,0,3,6,2,0,1,2,8,Shimla,450.0,1743.75
2,10,2,24,1,5,2,6,0,0,1,3,7,Ahmedabad,589.5,2767.9
1,14,0,0,3,8,2,4,0,0,1,2,3,Ahmedabad,1180.5,5841.1
8,11,1,24,1,6,2,6,2,2,1,3,8,Shimla,684.3,3327.62
7,9,0,0,2,5,3,6,0,0,0,0,4,Ahmedabad,645.75,3060.4
7,12,1,24,0,0,3,8,0,0,1,1,11,Hyderabad,391.5,2050.5
1,13,2,24,2,3,2,4,0,0,1,3,1,Chennai,606.75,1690.5
5,8,0,0,3,7,3,6,0,0,1,3,3,Hyderabad,1156.5,8918.5
8,6,2,24,0,0,2,5,3,7,0,0,8,Faridabad,379.2,1703.34
5,7,0,0,1,1,0,0,0,0,0,0,11,Vadodara,123.75,465.94
4,0,0,0,2,4,2,0,1,3,0,0,1,Chennai,363.6,640.8
3,2,0,0,1,3,0,0,2,9,0,0,6,Ahmedabad,170.1,662.92
1,13,0,0,1,9,1,3,3,9,1,2,8,Gurgaon,520.65,2629.11
8,0,1,24,2,0,1,8,0,0,0,0,6,Hyderabad,132.0,404.0
3,15,1,24,0,0,3,6,0,0,0,0,4,New Delhi,263.25,884.62
2,13,0,0,3,1,1,7,3,6,0,0,1,Nagpur,236.1,1820.02
7,1,0,0,1,6,2,4,1,10,1,1,11,Gurgaon,344.25,1477.91
6,2,0,0,1,6,3,6,3,5,1,2,1,Vadodara,414.0,1855.3
0,0,0,0,0,0,3,0,1,0,0,0,5,Noida,0.0,0.0
0,0,0,0,2,0,0,0,3,5,0,0,11,Ratnagiri,18.0,76.5
3,9,2,24,0,0,0,0,1,5,0,0,7,Hyderabad,282.75,1289.25
3,5,1,24,2,9,2,6,1,0,0,0,4,Dahej,987.75,4838.8
3,8,0,0,3,10,2,3,2,1,1,3,6,New Delhi,1491.9,9735.2
0,0,0,0,1,10,3,6,0,0,1,3,9,Vadodara,571.5,2674.3
4,11,0,0,3,4,3,5,0,0,1,2,1,Gurgaon,729.0,4108.4
7,1,0,0,1,0,2,4,3,8,1,0,7,Ahmedabad,68.55,231.34
6,1,1,24,0,0,1,6,2,8,1,0,2,Chennai,158.7,88.05
3,13,0,0,0,0,2,2,1,4,0,0,2,Hyderabad,104.55,280.47
2,5,0,0,1,3,1,7,2,5,1,1,6,Chennai,213.0,189.0
1,8,0,0,1,2,1,6,3,4,1,0,7,Faridabad,140.4,376.68
3,9,2,24,0,0,2,0,1,2,1,0,11,Chennai,279.15,387.45
8,3,1,24,1,7,1,0,0,0,1,1,8,Shimla,499.5,2078.37
1,9,2,24,3,6,1,5,3,2,0,0,10,Ratnagiri,1068.45,12738.54
2,2,0,0,1,6,0,0,0,0,1,2,5,Ahmedabad,324.0,1387.3
6,13,2,24,0,0,3,1,2,5,0,0,3,Shimla,412.5,1490.25
4,2,1,24,3,2,3,7,3,3,1,1,5,New Delhi,492.3,2099.95
2,12,1,24,0,0,1,2,0,0,1,1,9,Mumbai,190.5,1352.62
4,9,2,24,3,6,1,8,2,0,1,0,12,Nagpur,1131.0,13564.2
5,9,2,24,3,1,3,7,1,2,0,0,3,Pune,517.65,5467.98
6,16,1,24,1,7,2,7,3,7,1,3,12,Faridabad,773.7,4425.77
8,0,1,24,1,9,0,0,0,0,0,0,5,Kolkata,513.0,3247.5
2,11,2,24,0,0,2,8,1,3,1,0,1,Faridabad,317.1,1302.8
1,4,0,0,0,0,2,4,2,9,0,0,5,Mumbai,54.6,232.05
5,4,0,0,1,10,3,6,3,1,0,0,7,Navi Mumbai,552.6,5929.32
4,2,2,24,3,2,3,2,0,0,0,0,8,Navi Mumbai,522.0,5525.4
3,15,1,24,1,6,2,5,1,0,1,1,6,Ahmedabad,531.75,2467.6
8,13,0,0,3,1,1,3,2,4,1,0,1,Faridabad,387.6,1757.52
5,11,1,24,0,0,3,5,0,0,1,1,1,Mumbai,299.25,2467.31
5,14,1,24,3,0,2,0,2,5,1,3,9,Ahmedabad,345.0,1496.5
5,1,0,0,1,9,2,4,2,8,0,0,9,Navi Mumbai,459.45,4675.41
3,6,2,24,0,0,0,0,0,0,1,0,2,Pune,256.5,2029.12
5,5,1,24,2,5,1,6,0,0,0,0,6,Ratnagiri,632.25,6980.7
8,9,2,24,0,0,0,0,2,3,0,0,9,Vadodara,385.2,1705.54
6,16,0,0,3,1,0,0,1,6,0,0,5,Noida,358.2,2103.3
1,5,0,0,1,4,0,0,0,0,0,0,4,Dahej,191.25,752.81
5,12,2,24,3,2,0,0,1,8,1,2,6,Chennai,675.6,2103.6
6,13,2,24,3,1,1,5,1,0,1,3,9,Ahmedabad,609.0,2869.3
1,14,0,0,2,10,0,0,3,8,1,3,11,Kolkata,1027.8,7108.5
8,14,1,24,1,4,3,2,3,6,0,0,2,Navi Mumbai,579.6,6285.72
4,14,2,24,2,6,3,3,0,0,1,2,11,Vadodara,954.0,4663.3
6,0,0,0,0,0,0,0,2,2,1,3,6,Kolkata,72.3,325.35
1,10,1,24,3,10,2,5,1,8,1,0,12,Dahej,1520.1,7607.02
8,11,2,24,2,0,0,0,3,10,1,3,8,Noida,517.5,3144.88
3,12,1,24,2,2,0,0,3,2,1,1,5,Gurgaon,398.7,1829.11
4,2,1,24,1,5,3,1,0,0,1,1,5,Nagpur,382.5,3613.5
4,1,0,0,3,5,1,8,1,8,0,0,2,Ahmedabad,717.6,3434.02
0,0,2,24,0,0,2,4,3,9,0,0,9,Nagpur,272.4,2192.1
6,11,1,24,2,7,1,3,0,0,1,2,9,Kolkata,940.5,6453.75
1,1,2,24,2,7,2,4,2,10,1,2,12,Navi Mumbai,941.25,11059.5
4,14,0,0,2,2,1,2,1,1,0,0,2,Pune,313.2,2657.16
3,7,1,24,1,6,3,8,3,3,1,1,11,Gurgaon,530.55,2699.4
5,7,2,24,3,8,1,1,1,10,0,0,8,Shimla,1389.75,8096.46
7,15,1,24,1,7,2,1,3,9,0,0,4,Pune,697.65,7843.98
5,10,0,0,3,8,0,0,2,8,1,2,4,Gurgaon,1256.7,7855.07
3,12,2,24,3,10,3,7,0,0,1,3,8,Ratnagiri,1777.5,22098.0
3,3,2,24,1,10,3,1,0,0,1,2,6,Pune,740.25,8406.3
2,14,0,0,1,8,3,7,2,7,1,0,2,New Delhi,502.8,2168.2
5,16,1,24,1,1,2,4,1,10,0,0,12,Dahej,369.0,1621.3
0,0,1,24,1,3,1,8,2,3,1,3,1,Mumbai,341.7,3050.46
0,0,2,24,3,0,1,8,2,5,1,2,2,Hyderabad,297.0,1389.0
5,11,0,0,0,0,1,5,1,0,1,3,6,Shimla,206.25,338.81
3,6,0,0,1,6,3,3,0,0,1,1,9,Kolkata,360.0,2100.0
3,11,2,24,0,0,2,6,0,0,1,3,8,Gurgaon,393.75,1797.19
7,12,1,24,2,7,3,4,1,1,1,0,1,New Delhi,964.2,5513.6
8,11,2,24,2,1,1,4,3,2,0,0,5,Hyderabad,523.2,3218.8
0,0,1,24,2,0,3,5,0,0,1,0,9,Kolkata,153.0,768.0
3,11,2,24,2,3,3,2,2,4,0,0,6,Vadodara,587.85,2759.32
3,5,1,24,1,1,1,0,0,0,0,0,5,New Delhi,186.75,560.25
7,12,0,0,3,8,2,0,1,5,0,0,11,Ahmedabad,1275.0,6332.5
3,0,2,24,0,0,0,0,1,4,1,2,9,Noida,265.8,1519.8
7,7,0,0,3,6,1,2,0,0,1,3,11,Faridabad,993.75,5988.12
4,15,2,24,3,7,3,8,2,5,1,1,2,Pune,1402.5,17148.0
0,0,0,0,0,0,3,8,0,0,0,0,10,Shimla,72.0,0.0
3,16,0,0,2,9,3,0,2,0,0,0,4,Shimla,918.0,4907.43
7,16,2,24,0,0,0,0,2,10,1,2,3,Hyderabad,537.0,3343.0
8,2,0,0,3,1,2,0,2,10,0,0,2,Shimla,195.0,291.9
7,14,2,24,1,6,0,0,3,10,1,0,11,Pune,742.5,8436.0
1,3,2,24,1,9,3,3,2,4,0,0,10,Ratnagiri,664.35,7404.42
5,16,0,0,0,0,0,0,1,8,0,0,8,Vadodara,189.6,745.8
1,16,2,24,0,0,1,2,3,0,0,0,7,Hyderabad,258.0,1116.0
5,10,0,0,3,3,1,6,2,7,1,1,7,Navi Mumbai,574.8,6222.36
3,9,1,24,0,0,0,0,2,2,0,0,5,Navi Mumbai,173.55,1178.89
5,10,0,0,2,9,1,3,3,10,0,0,12,Shimla,967.5,5242.05
7,8,0,0,2,2,3,8,3,1,0,0,6,Shimla,381.6,1281.37
1,15,2,24,3,8,3,3,0,0,0,0,10,Pune,1356.75,16544.1
2,16,1,24,3,3,0,0,3,10,1,0,4,Chennai,621.0,1776.0
3,2,0,0,1,2,1,8,3,3,1,0,12,Vadodara,138.3,527.78
2,3,1,24,3,7,1,6,2,8,1,2,7,Hyderabad,1148.7,8848.3
6,12,2,24,0,0,0,0,3,1,1,1,10,Ahmedabad,404.1,1803.82
0,0,0,0,0,0,3,4,1,0,0,0,9,Hyderabad,36.0,93.6
2,2,2,24,3,3,2,5,1,2,1,3,8,Noida,729.9,4599.81
8,12,1,24,3,6,3,0,2,9,1,3,9,Noida,1223.1,7978.23
6,1,1,24,0,0,2,7,1,2,0,0,9,Hyderabad,165.9,556.55
4,5,2,24,1,2,2,2,2,4,0,0,11,Kolkata,372.6,2194.5
3,5,0,0,3,9,3,7,3,6,0,0,1,Noida,1333.35,8733.45
4,2,2,24,0,0,3,0,2,9,1,0,2,Navi Mumbai,255.6,2019.9
4,11,0,0,0,0,2,7,2,2,0,0,11,Chennai,145.8,68.7
8,6,2,24,0,0,1,3,1,7,0,0,9,Shimla,341.4,1009.61
1,14,1,24,1,6,0,0,1,10,0,0,8,Kolkata,421.5,2561.25
4,9,2,24,2,6,0,0,2,4,1,3,6,Faridabad,914.1,5422.61
7,4,1,24,2,4,2,4,0,0,1,1,2,Ahmedabad,577.5,2705.5
4,16,2,24,1,9,2,4,3,10,0,0,9,Hyderabad,825.0,5935.0
8,6,2,24,0,0,1,3,3,4,0,0,6,Pune,347.4,3129.12
6,13,2,24,3,1,2,8,3,6,1,2,1,Hyderabad,641.1,4279.9
3,10,0,0,1,0,1,2,0,0,1,1,2,Chennai,96.0,0.0
6,14,1,24,1,2,2,5,3,3,0,0,6,Kolkata,427.8,2608.5
4,15,1,24,0,0,1,8,1,6,0,0,5,Kolkata,274.2,1495.2
0,0,0,0,0,0,3,6,2,2,1,3,10,Nagpur,126.3,694.58
1,13,1,24,1,3,3,2,1,4,0,0,10,Nagpur,295.05,2424.26
6,15,1,24,3,4,3,2,1,0,1,2,7,Navi Mumbai,913.5,10693.2
7,10,1,24,0,0,1,8,1,7,0,0,11,Chennai,297.9,443.7
4,12,2,24,3,8,2,3,1,9,1,2,8,Vadodara,1477.8,7387.06
0,0,1,24,0,0,3,3,3,5,1,3,5,Mumbai,220.5,1660.12
4,8,1,24,2,8,1,3,0,0,1,1,12,Navi Mumbai,931.5,10930.8
1,8,0,0,0,0,2,8,3,5,1,0,5,Kolkata,84.0,378.0
5,1,1,24,1,6,0,0,2,1,1,1,7,Shimla,414.15,1501.4
6,3,2,24,1,0,2,4,0,0,0,0,10,Vadodara,280.5,1161.1
1,2,0,0,2,7,2,8,2,3,1,0,9,Chennai,689.7,2188.2
8,11,0,0,1,7,0,0,1,7,0,0,3,Vadodara,521.4,2413.78
8,9,2,24,0,0,2,8,2,7,0,0,1,Gurgaon,442.8,2113.56
1,1,1,24,0,0,2,3,0,0,1,2,9,Gurgaon,173.25,527.06
8,3,2,24,3,6,1,4,2,3,0,0,4,Ratnagiri,1099.2,13144.44
7,7,2,24,1,9,2,0,0,0,1,3,2,Mumbai,798.75,9178.5
1,9,2,24,2,1,1,7,3,8,0,0,2,Dahej,376.05,1657.96
7,14,0,0,0,0,1,3,1,1,1,2,5,Hyderabad,275.7,1239.9
8,4,0,0,2,2,3,7,0,0,0,0,10,Faridabad,315.0,1289.25
5,10,2,24,3,4,1,5,0,0,0,0,12,Hyderabad,883.5,6461.5
8,15,1,24,1,10,1,4,1,10,0,0,8,Shimla,852.0,4461.27
3,4,1,24,2,6,3,4,2,7,1,1,1,Nagpur,750.3,8538.96
3,11,0,0,2,5,0,0,1,2,1,2,2,Gurgaon,571.65,2991.21
6,1,0,0,1,0,3,5,3,3,1,3,12,Chennai,136.8,55.2
4,16,0,0,1,8,1,0,3,0,0,0,8,Mumbai,504.0,5287.8
5,14,1,24,0,0,0,0,2,3,0,0,4,Pune,272.7,2195.18
8,8,1,24,3,2,3,6,0,0,0,0,4,Faridabad,576.0,3022.1
5,12,0,0,1,0,3,5,3,1,0,0,5,Nagpur,183.6,1281.9
1,5,2,24,1,7,2,4,0,0,0,0,10,Noida,566.25,3478.81
2,3,1,24,0,0,2,3,0,0,0,0,10,New Delhi,139.5,418.5
7,13,2,24,3,5,3,2,1,8,0,0,10,Dahej,1123.35,5543.92
5,8,0,0,2,9,3,3,2,6,0,0,7,Pune,941.4,11061.48
4,6,0,0,0,0,2,8,3,2,0,0,8,Mumbai,109.2,519.3
4,9,1,24,0,0,1,8,1,4,0,0,4,Hyderabad,217.8,834.6
5,14,0,0,1,1,2,1,2,2,1,2,3,Navi Mumbai,258.3,2047.58
7,8,0,0,0,0,0,0,3,7,0,0,8,Nagpur,151.2,949.8
4,3,2,24,0,0,2,0,2,1,0,0,11,New Delhi,245.4,804.3
2,5,0,0,2,8,1,7,1,1,1,0,10,Ratnagiri,764.7,8729.04
3,7,2,24,1,8,1,3,1,0,0,0,11,Chennai,632.25,1843.5
8,6,1,24,0,0,2,6,0,0,1,3,1,New Delhi,319.5,1137.75
5,7,1,24,1,4,1,2,3,2,0,0,11,Faridabad,379.95,1708.18
3,15,0,0,3,8,2,4,1,9,1,2,8,Ahmedabad,1261.05,6259.96
3,9,2,24,3,9,1,4,0,0,0,0,6,Ahmedabad,1503.75,7522.0
1,1,2,24,0,0,3,3,2,1,0,0,10,Faridabad,247.65,917.66
4,7,1,24,3,1,3,5,3,2,1,2,10,Navi Mumbai,403.2,3899.16
4,5,0,0,3,2,0,0,3,5,0,0,8,Vadodara,333.0,1434.1
1,5,1,24,2,10,0,0,3,2,0,0,11,Chennai,1026.45,4208.7
6,2,0,0,1,8,3,1,3,7,0,0,2,Nagpur,421.2,4147.56
5,16,0,0,3,0,0,0,1,8,0,0,11,Vadodara,189.6,745.8
1,3,1,24,0,0,0,0,2,9,0,0,3,Ratnagiri,136.35,797.59
2,0,0,0,1,0,2,7,0,0,1,3,6,Kolkata,109.5,507.0
1,8,1,24,0,0,0,0,1,5,1,2,1,Nagpur,177.0,1214.25
2,0,0,0,2,4,2,3,3,1,1,2,5,Navi Mumbai,426.6,4222.08
1,14,1,24,3,7,1,4,0,0,0,0,5,Gurgaon,1096.5,6717.65
6,15,2,24,3,10,1,8,2,4,1,3,10,Faridabad,1869.6,12206.66
1,13,2,24,3,3,2,8,1,7,0,0,1,Faridabad,706.65,3949.71
4,3,0,0,2,2,0,0,3,10,1,0,9,Chennai,243.0,279.0
5,10,1,24,0,0,3,1,1,0,0,0,10,Chennai,229.5,238.5
7,15,0,0,1,0,0,0,0,0,0,0,10,Noida,236.25,1342.5
0,0,2,24,2,3,0,0,1,10,1,0,12,Mumbai,498.0,5207.4
5,1,1,24,2,3,3,7,3,4,0,0,6,Mumbai,466.65,4774.77
8,10,1,24,0,0,0,0,0,0,0,0,7,Hyderabad,288.0,1326.0
8,9,1,24,0,0,0,0,1,0,1,0,1,Hyderabad,270.0,1200.0
6,13,2,24,3,10,1,3,0,0,0,0,6,Ahmedabad,1750.5,8805.1
2,0,2,24,0,0,2,2,1,7,0,0,6,Gurgaon,236.4,858.6
1,7,2,24,3,7,3,3,0,0,1,0,8,Gurgaon,1203.75,7479.12
7,14,1,24,2,9,3,7,2,6,1,2,2,New Delhi,1260.9,7887.2
5,11,2,24,0,0,0,0,3,9,0,0,5,Chennai,372.15,666.45
5,8,2,24,2,5,0,0,0,0,1,1,8,Gurgaon,778.5,4459.85
1,16,1,24,0,0,3,0,0,0,0,0,1,Faridabad,144.0,387.3
5,12,2,24,1,4,2,5,2,1,1,3,11,Faridabad,630.9,3411.89
1,6,0,0,1,6,0,0,2,3,1,3,11,Hyderabad,358.2,1817.4
8,7,0,0,1,3,0,0,1,10,0,0,3,Noida,273.0,1563.0
6,14,1,24,3,3,2,1,3,1,0,0,1,Vadodara,711.6,3402.82
3,15,0,0,2,5,0,0,1,1,1,1,3,Vadodara,574.95,2692.24
3,3,2,24,3,3,1,7,0,0,1,3,9,Gurgaon,729.75,4113.73
5,8,2,24,0,0,3,2,0,0,1,2,5,Ahmedabad,369.0,1621.3
3,7,2,24,0,0,0,0,0,0,1,1,2,Ratnagiri,285.75,2328.94
6,13,0,0,2,8,0,0,2,2,1,1,9,Navi Mumbai,922.8,10815.96
5,8,2,24,3,0,0,0,2,4,1,0,3,Mumbai,315.6,2690.28
1,8,2,24,3,9,3,2,0,0,0,0,12,Navi Mumbai,1467.0,17999.4
3,9,0,0,0,0,2,8,3,4,0,0,5,Pune,123.15,662.29
0,0,2,24,1,8,0,0,0,0,1,3,12,Ahmedabad,643.5,3048.7
0,0,0,0,0,0,3,0,1,3,0,0,3,Faridabad,3.6,7.92
6,14,0,0,3,8,2,3,2,10,0,0,3,New Delhi,1311.0,8288.0
3,8,2,24,3,4,0,0,3,7,0,0,7,Shimla,835.2,4347.7
6,14,2,24,3,7,3,1,2,0,0,0,9,Faridabad,1359.0,8581.4
2,11,1,24,3,9,3,4,1,6,0,0,5,Ratnagiri,1415.7,17322.24
2,0,0,0,0,0,3,4,3,7,0,0,3,Noida,61.2,336.6
8,11,2,24,3,2,2,7,3,4,1,1,5,Pune,762.9,8705.28
5,16,2,24,0,0,0,0,2,1,0,0,8,Gurgaon,398.4,1827.18
8,14,0,0,2,9,3,3,2,0,0,0,10,Dahej,1089.0,5365.3
1,9,0,0,0,0,2,8,1,4,0,0,3,Ratnagiri,73.05,310.46
0,0,0,0,2,6,2,4,0,0,0,0,10,Vadodara,564.0,2635.3
3,7,0,0,2,7,1,6,1,8,1,2,1,Faridabad,749.85,4256.44
0,0,2,24,3,0,2,0,1,3,0,0,2,Kolkata,219.6,1167.6
0,0,1,24,3,4,2,3,2,0,1,0,11,Noida,666.0,4162.1
3,2,2,24,2,5,3,8,2,0,1,2,11,Ratnagiri,796.5,9148.8
6,0,0,0,2,7,2,0,3,8,0,0,9,Noida,658.8,4112.78
4,13,1,24,1,5,2,8,1,4,1,0,10,Mumbai,502.8,5271.96
0,0,1,24,3,3,3,3,1,7,0,0,9,Ratnagiri,548.4,5873.88
0,0,2,24,0,0,0,0,0,0,1,2,1,Hyderabad,261.0,1137.0
8,3,0,0,2,3,3,3,3,7,0,0,12,Chennai,376.2,678.6
4,1,0,0,2,10,0,0,1,1,0,0,9,Vadodara,910.2,4435.54
2,5,0,0,3,5,3,4,1,9,0,0,3,Hyderabad,744.3,5208.7
0,0,0,0,3,0,0,0,3,3,1,2,10,Mumbai,55.8,237.15
5,11,0,0,1,1,1,8,0,0,1,0,5,Noida,192.75,1081.5
2,15,1,24,2,1,3,4,0,0,0,0,11,Ratnagiri,301.5,2495.7
2,1,0,0,2,6,0,0,2,9,0,0,4,Kolkata,566.1,3645.75
4,4,2,24,1,9,3,3,2,7,0,0,1,Hyderabad,700.8,4817.2
1,5,1,24,1,9,3,2,3,7,1,0,11,Faridabad,567.45,2961.4
2,3,2,24,0,0,1,2,3,7,1,2,12,Noida,305.7,1762.05
6,6,0,0,2,5,0,0,2,3,1,0,5,Mumbai,538.2,5739.24
1,12,1,24,2,0,3,6,1,5,0,0,8,Nagpur,195.0,1398.75
1,16,0,0,0,0,2,8,0,0,1,0,10,New Delhi,84.0,252.0
4,10,0,0,2,7,0,0,1,7,1,2,6,Faridabad,773.4,4423.64
6,11,2,24,1,9,2,7,1,10,0,0,7,Dahej,823.5,3984.7
5,2,0,0,3,3,3,8,3,9,0,0,8,Dahej,531.9,2468.38
1,0,0,0,0,0,3,4,0,0,1,3,3,Noida,103.5,569.25
1,0,1,24,3,6,3,5,2,5,1,0,5,Kolkata,975.0,6712.5
6,14,2,24,3,1,1,2,1,1,1,3,8,Chennai,614.7,1738.2
1,9,2,24,0,0,0,0,2,9,1,2,7,Mumbai,302.85,2514.33
8,10,0,0,1,5,1,4,2,2,1,3,3,New Delhi,489.3,2080.45
4,2,2,24,0,0,3,4,1,4,0,0,8,Noida,274.8,1573.8
0,0,0,0,2,7,3,0,2,1,0,0,1,Gurgaon,632.4,3422.54
5,16,1,24,1,8,1,2,1,8,1,2,3,Chennai,708.6,2301.6
2,8,0,0,3,10,0,0,1,3,0,0,4,Hyderabad,1389.6,11016.4
2,7,1,24,3,6,0,0,0,0,0,0,2,Ratnagiri,949.5,11168.4
5,5,2,24,3,7,2,4,2,6,0,0,1,Ratnagiri,1255.65,15209.58
1,8,2,24,1,5,2,7,3,6,0,0,1,Kolkata,522.6,3319.5
1,13,1,24,2,6,2,0,3,3,1,2,9,Ahmedabad,733.05,3514.36
0,0,0,0,3,4,2,5,0,0,0,0,2,Vadodara,570.0,2666.5
8,14,2,24,3,2,3,6,3,8,1,0,1,Faridabad,820.8,4760.18
5,10,0,0,1,10,3,3,1,5,1,3,5,Noida,663.0,4141.55
6,2,2,24,1,7,2,4,3,0,1,3,8,Dahej,649.5,3079.9
1,16,0,0,3,5,0,0,0,0,1,2,11,Noida,756.0,4778.6
0,0,1,24,3,10,2,0,2,7,0,0,7,Nagpur,1474.8,18102.36
1,0,1,24,2,3,1,4,2,7,0,0,1,Navi Mumbai,406.8,3948.84
4,1,0,0,3,3,3,5,1,7,0,0,9,Ratnagiri,467.4,4785.12
7,5,1,24,3,2,3,4,0,0,0,0,1,Dahej,492.75,2264.8
1,6,1,24,3,10,3,1,1,4,0,0,10,Mumbai,1485.3,18240.96
4,4,2,24,0,0,2,1,2,7,1,3,3,Ratnagiri,342.3,3058.74
0,0,2,24,1,5,1,7,1,0,1,3,5,Navi Mumbai,529.5,5624.4
8,12,1,24,1,1,3,1,0,0,0,0,7,Mumbai,378.0,3551.4
8,0,2,24,1,7,2,7,3,4,1,3,3,Mumbai,654.9,7279.68
7,10,0,0,0,0,2,0,2,1,1,3,9,Mumbai,227.4,1730.85
2,10,1,24,1,3,3,8,1,2,1,3,7,Noida,429.9,2569.35
5,4,0,0,1,6,3,2,0,0,0,0,12,Noida,333.0,1939.5
8,6,2,24,1,1,2,3,2,6,0,0,2,Shimla,401.4,1415.21
6,11,1,24,0,0,1,0,3,7,0,0,7,Ratnagiri,281.7,2287.43
3,7,1,24,1,10,0,0,1,2,0,0,7,Hyderabad,607.65,3978.85
1,12,1,24,2,7,2,6,0,0,0,0,2,Dahej,801.0,3867.7
6,8,1,24,3,5,0,0,1,5,1,2,9,Hyderabad,942.0,6988.0
4,6,1,24,1,7,3,2,0,0,0,0,7,Faridabad,495.0,2450.25
6,10,2,24,2,4,1,4,1,2,1,0,9,Nagpur,725.4,8210.28
3,5,2,24,1,10,3,3,0,0,0,0,1,Pune,726.75,8228.1
0,0,0,0,0,0,0,0,1,7,1,3,12,Gurgaon,75.9,186.41
7,1,0,0,1,4,1,4,0,0,1,1,5,Dahej,230.25,918.56
4,6,0,0,0,0,1,6,1,6,0,0,6,Vadodara,79.2,276.6
0,0,0,0,1,2,3,6,3,0,0,0,11,Nagpur,144.0,876.0
4,2,2,24,0,0,2,3,2,1,1,2,4,Kolkata,299.4,1646.4
4,9,1,24,2,4,3,5,2,8,0,0,10,Noida,613.2,3800.42
0,0,0,0,2,10,1,8,0,0,1,2,4,Noida,969.0,6237.65
4,6,1,24,1,1,3,5,0,0,0,0,8,Shimla,252.0,529.59
1,1,2,24,3,8,1,1,3,4,0,0,1,Vadodara,1315.65,6543.88
6,12,1,24,3,4,3,4,2,1,1,1,8,Hyderabad,870.9,6348.1
3,9,0,0,2,10,3,6,2,7,0,0,5,Pune,1031.55,12251.46
1,10,1,24,2,3,1,8,0,0,1,1,2,Nagpur,447.0,4503.6
1,0,2,24,3,10,2,8,2,0,0,0,1,Noida,1614.0,10655.9
2,15,2,24,2,10,2,1,1,6,0,0,9,Gurgaon,1196.7,7429.07
6,14,2,24,0,0,2,1,0,0,0,0,2,New Delhi,411.0,1571.5
8,9,1,24,1,4,1,5,2,10,0,0,3,Hyderabad,489.0,2911.0
5,3,0,0,1,4,3,2,2,6,0,0,8,Noida,246.15,1401.9
6,13,2,24,0,0,3,4,3,7,1,1,1,Gurgaon,475.2,2322.54
4,0,1,24,1,10,1,3,1,2,0,0,1,Chennai,569.4,1466.4
3,12,2,24,2,1,2,7,3,4,0,0,6,Mumbai,443.4,4453.92
3,14,1,24,0,0,1,1,3,6,1,2,4,Vadodara,272.1,1117.42
0,0,2,24,3,8,0,0,2,5,1,2,8,Navi Mumbai,1353.0,16494.6
8,8,0,0,3,8,0,0,2,10,0,0,2,Navi Mumbai,1248.0,15108.6
2,5,2,24,0,0,3,2,0,0,1,0,4,Dahej,256.5,1036.3
8,10,2,24,2,8,0,0,0,0,0,0,3,Pune,1116.0,13366.2
2,16,0,0,1,5,2,5,0,0,0,0,6,Navi Mumbai,327.0,2847.6
5,9,1,24,3,7,0,0,0,0,0,0,12,Nagpur,1154.25,13871.1
8,9,1,24,1,10,2,6,2,4,1,1,12,Gurgaon,788.1,4528.01
0,0,2,24,0,0,2,5,3,4,0,0,1,Noida,260.4,1487.4
3,7,0,0,2,3,1,8,1,7,0,0,2,Noida,349.65,2047.72
1,7,1,24,3,8,3,1,2,4,1,2,2,Nagpur,1267.35,15364.02
7,4,1,24,0,0,0,0,3,7,0,0,10,Ratnagiri,196.2,1411.05
2,9,2,24,3,4,1,1,0,0,0,0,10,Navi Mumbai,799.5,9188.4
7,14,0,0,2,2,1,3,0,0,0,0,2,Dahej,409.5,1831.9
5,6,1,24,1,0,2,3,2,7,1,3,4,New Delhi,277.8,950.1
2,11,2,24,2,2,2,5,2,8,1,1,3,Chennai,517.2,1153.2
1,13,1,24,0,0,0,0,3,10,0,0,4,Vadodara,173.25,676.31
3,11,2,24,3,3,2,5,0,0,1,3,5,Pune,792.75,9099.3
6,15,0,0,2,9,1,5,3,3,0,0,7,Pune,1038.3,12340.56
4,16,2,24,1,9,2,2,3,8,0,0,5,Vadodara,805.8,3892.66
3,10,2,24,0,0,0,0,3,6,1,0,6,Ratnagiri,305.1,2545.38
0,0,1,24,0,0,3,6,0,0,1,3,2,New Delhi,229.5,732.75
3,0,0,0,3,1,3,0,2,2,1,3,6,Dahej,207.3,821.03
4,3,1,24,0,0,2,7,0,0,0,0,8,Chennai,177.0,115.5
8,4,0,0,1,8,0,0,3,9,1,3,5,Hyderabad,531.9,3297.1
0,0,1,24,3,2,1,0,0,0,1,0,5,Dahej,378.0,1668.1
5,2,0,0,1,7,1,3,2,8,0,0,4,Kolkata,365.7,2142.75
2,11,2,24,1,8,3,3,1,3,1,1,11,Chennai,678.6,2121.6
7,11,1,24,1,7,3,1,0,0,0,0,7,Chennai,605.25,1681.5
1,0,0,0,0,0,0,0,3,3,1,2,4,Mumbai,55.8,237.15
8,14,2,24,0,0,1,2,0,0,1,3,3,Nagpur,541.5,5782.8
0,0,1,24,0,0,3,1,3,10,0,0,3,Vadodara,153.0,590.25
2,14,1,24,0,0,2,6,1,0,0,0,3,Faridabad,207.0,704.25
8,11,0,0,1,6,1,5,2,8,0,0,2,Mumbai,502.2,5264.04
